,Age,Passing_TD%,Passing_Int%,Passing_1D,Passing_Lng,Passing_Y/A,Passing_AY/A,Passing_Y/C,Passing_Sk,Passing_Sk%,Passing_NY/A,Passing_ANY/A,Rushing_1D,Rushing_Lng,Rushing_Y/A_y,Fantasy_PPR
4569,30,3.4,3.4,81.0,95.0,6.5,5.6,12.3,27.0,9.2,5.28,4.51,2.0,11.0,3.7,89.6
4578,30,3.3,2.9,81.0,81.0,6.9,6.3,11.8,21.0,8.0,5.84,5.25,5.0,16.0,2.8,85.3
4588,24,3.8,3.8,70.0,52.0,7.3,6.4,13.1,6.0,2.8,6.88,5.96,2.0,20.0,2.5,78.6
4598,28,4.0,2.5,112.0,56.0,7.0,6.6,11.2,24.0,10.7,5.61,5.32,7.0,17.0,3.3,72.2
4625,28,2.5,1.9,49.0,57.0,7.0,6.6,11.7,18.0,10.3,5.67,5.35,6.0,8.0,2.2,58.9
4679,28,5.2,3.1,33.0,47.0,6.4,6.0,10.8,6.0,5.9,5.56,5.22,1.0,11.0,2.7,40.2
4700,25,2.6,4.5,42.0,62.0,5.5,4.0,10.5,5.0,3.1,5.14,3.67,2.0,6.0,3.5,33.6
4705,26,1.1,5.6,29.0,52.0,8.0,5.7,13.0,3.0,3.2,7.43,5.23,4.0,19.0,11.0,34.2
4712,25,1.4,2.7,112.0,39.0,5.2,4.2,12.1,8.0,5.2,4.52,3.61,7.0,13.0,4.0,30.4
4740,31,3.9,3.9,19.0,39.0,7.8,6.8,12.1,21.0,6.6,7.8,6.82,1.0,8.0,8.0,20.7
4756,27,2.6,2.6,14.0,48.0,6.5,5.9,9.9,2.0,5.0,5.93,5.3,3.0,29.0,3.7,17.1
4759,30,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,1.0,5.0,0.3,16.1
4780,24,1.2,8.1,23.0,67.0,5.6,2.2,11.5,12.0,12.2,4.22,1.21,7.0,7.0,3.6,12.4
4787,22,1.7,5.1,15.0,59.0,5.2,3.3,11.9,2.0,3.3,4.89,3.0,1.0,14.0,5.7,12.1
4798,25,3.2,3.2,8.0,25.0,5.0,4.2,9.8,4.0,11.4,3.8,3.09,1.0,22.0,7.4,9.9
4856,24,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,5.0,25.0,8.0,6.1
4867,23,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,2.0,4.0,0.7,4.0
4871,33,4.1,4.2,7.0,17.0,5.8,3.9,8.7,4.0,14.3,4.07,2.46,7.0,14.0,3.2,3.6
4877,24,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,3.4
4882,38,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,3.0
4896,23,4.1,8.2,17.0,26.0,6.1,2.4,10.0,3.0,5.8,5.31,1.85,7.0,-1.0,-1.0,1.8
4904,27,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,2.0,10.0,2.9,2.0
4931,26,4.1,9.1,7.0,20.0,5.1,1.0,7.5,2.0,8.3,4.42,0.67,7.0,14.0,3.2,0.5
4932,30,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,1.0,2.0,3.2,73.0
4937,33,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,-0.2
4938,27,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,-0.1
4939,32,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.3,-0.4
4947,31,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,-0.8,-0.5
4949,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,-1.9
4950,28,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,-0.7,-1.9
4961,33,6.4,2.8,266.0,80.0,7.7,7.7,12.3,26.0,3.7,7.17,7.17,2.0,11.0,0.3,345.6
4962,29,7.1,1.4,215.0,73.0,7.8,8.5,11.6,51.0,8.5,6.64,7.33,20.0,27.0,4.8,344.6
4963,35,5.3,1.3,256.0,83.0,7.6,8.1,12.0,27.0,4.1,7.0,7.48,12.0,7.0,1.4,340.3
4971,23,3.9,2.5,171.0,82.0,8.0,7.6,13.8,36.0,6.9,6.96,6.65,52.0,72.0,5.8,323.5
4973,22,5.1,1.3,151.0,88.0,8.1,8.6,12.4,30.0,7.1,7.05,7.47,45.0,76.0,6.8,317.5
4978,36,6.3,1.9,231.0,71.0,8.0,8.4,11.6,21.0,3.5,7.49,7.89,2.0,10.0,0.3,311.0
4983,27,5.2,2.3,248.0,80.0,7.7,7.7,11.2,28.0,4.4,7.01,7.03,8.0,16.0,4.1,304.9
5002,32,4.3,2.9,232.0,85.0,7.6,7.1,11.5,36.0,5.3,6.78,6.35,6.0,15.0,1.6,279.9
5003,24,6.6,2.5,153.0,67.0,7.9,8.1,12.4,33.0,7.7,6.84,7.01,29.0,25.0,5.2,277.6
5005,23,3.7,2.9,208.0,70.0,7.0,6.4,12.9,41.0,6.1,6.18,5.66,24.0,19.0,4.1,276.5
5006,24,2.8,2.3,267.0,57.0,6.8,6.3,11.4,29.0,3.8,6.29,5.81,12.0,11.0,3.6,276.6
5026,25,5.1,3.0,172.0,59.0,6.9,6.6,11.2,46.0,8.0,5.99,5.68,14.0,17.0,2.6,250.8
5029,24,4.8,3.0,186.0,95.0,7.3,6.9,13.3,26.0,4.5,6.68,6.3,16.0,13.0,3.6,248.5
5030,27,4.1,1.9,178.0,61.0,7.2,7.2,12.0,35.0,6.2,6.34,6.33,11.0,16.0,0.7,234.9
5031,31,4.9,2.8,187.0,80.0,7.4,7.1,12.3,19.0,3.4,6.87,6.59,2.0,13.0,1.5,232.9
5032,25,3.8,2.4,185.0,80.0,6.7,6.4,11.3,35.0,6.0,5.92,5.64,8.0,21.0,3.4,230.5
5033,31,4.0,2.2,203.0,60.0,7.4,7.2,11.5,27.0,4.7,6.64,6.47,7.0,8.0,-0.4,225.8
5034,33,3.9,2.5,188.0,64.0,7.1,6.8,11.6,26.0,4.4,6.46,6.14,7.0,9.0,2.0,224.3
5035,30,5.8,1.8,167.0,82.0,7.3,7.6,11.5,30.0,6.3,6.44,6.77,5.0,14.0,3.5,223.8
5036,30,4.8,3.2,175.0,68.0,6.7,6.3,11.1,30.0,5.6,6.05,5.61,9.0,20.0,4.1,213.7
5037,31,4.9,2.8,184.0,80.0,6.8,6.5,10.7,49.0,8.5,5.72,5.45,2.0,11.0,1.5,208.2
5038,24,3.7,2.5,166.0,65.0,6.1,5.7,9.8,32.0,6.2,5.34,4.99,12.0,29.0,4.2,194.2
5039,29,4.4,3.2,152.0,60.0,7.0,6.4,11.9,38.0,8.1,5.9,5.37,15.0,24.0,5.7,184.6
5040,24,2.5,2.7,151.0,80.0,6.8,6.1,11.7,35.0,6.7,5.9,5.23,16.0,31.0,4.3,182.9
5041,25,4.6,1.4,86.0,57.0,8.3,8.6,13.3,16.0,6.8,7.27,7.55,20.0,50.0,6.6,174.1
5042,29,2.7,3.3,169.0,71.0,6.5,5.6,11.4,28.0,5.1,5.87,4.98,12.0,25.0,4.1,165.6
5043,32,3.4,2.8,115.0,77.0,6.7,6.1,11.6,28.0,7.4,5.83,5.27,20.0,20.0,5.4,151.7
5044,24,3.2,3.5,94.0,71.0,6.9,6.0,12.3,25.0,7.4,5.97,5.1,14.0,32.0,7.1,132.1
5045,28,6.0,2.3,87.0,55.0,8.0,8.1,11.4,24.0,9.9,6.61,6.76,6.0,24.0,4.3,122.7
5048,26,2.9,4.0,146.0,66.0,6.4,5.2,11.7,34.0,7.0,5.49,4.36,3.0,8.0,1.3,118.1
5052,27,3.6,3.6,86.0,81.0,6.8,5.9,12.6,28.0,8.3,5.7,4.88,6.0,15.0,3.4,114.2
5076,23,3.2,2.2,72.0,80.0,6.0,5.7,10.3,22.0,7.3,5.01,4.71,7.0,10.0,3.1,94.1
5089,23,2.3,1.9,78.0,46.0,6.4,6.0,10.6,20.0,7.0,5.5,5.13,6.0,14.0,3.8,86.2
5091,28,4.4,1.6,63.0,46.0,6.4,6.5,10.7,27.0,12.9,4.81,4.93,7.0,22.0,6.3,84.8
5105,30,2.2,4.3,97.0,46.0,6.5,5.0,11.2,19.0,6.4,5.73,4.31,12.0,21.0,5.4,78.3
5110,37,3.2,2.3,71.0,37.0,6.2,5.8,9.9,14.0,6.0,5.38,5.02,2.0,16.0,2.9,76.5
5172,23,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,2.0,7.0,3.0,63.8
5179,28,1.0,4.1,49.0,57.0,5.8,4.2,10.2,21.0,9.6,4.67,3.2,2.0,12.0,3.5,44.2
5211,24,8.3,6.3,20.0,77.0,9.7,8.6,14.1,3.0,5.9,8.61,7.53,1.0,17.0,7.3,32.8
5222,24,1.0,4.5,55.0,40.0,5.6,3.8,10.4,15.0,6.9,4.79,3.1,1.0,2.0,1.3,31.8
5245,23,6.7,3.3,9.0,38.0,5.2,5.0,11.1,21.0,6.6,5.17,5.0,4.0,9.0,5.1,26.5
5282,32,4.1,1.9,13.0,37.0,5.1,4.3,10.9,3.0,5.4,4.43,3.63,1.0,31.0,31.0,18.0
5283,23,4.1,3.4,8.0,25.0,6.2,4.6,10.5,3.0,9.4,4.66,3.25,5.0,28.0,5.2,18.5
5284,31,3.9,3.9,10.0,45.0,5.2,4.2,8.3,6.0,10.5,3.79,2.91,1.0,13.0,4.0,17.4
5289,38,1.4,5.7,22.0,43.0,6.8,4.5,10.6,3.0,4.1,6.34,4.15,7.0,14.0,3.2,15.0
5291,32,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,14.8
5298,27,1.9,3.8,12.0,53.0,6.2,4.9,11.0,4.0,7.0,5.26,4.04,1.0,6.0,6.0,13.8
5309,23,4.1,4.1,39.0,28.0,4.4,2.6,8.4,12.0,6.6,3.61,1.89,1.0,8.0,1.8,12.8
5316,24,3.2,3.2,13.0,30.0,6.9,6.1,11.3,11.0,26.2,3.4,2.81,3.0,15.0,3.8,11.6
5332,27,3.1,3.1,12.0,23.0,6.4,5.6,9.3,3.0,8.6,5.43,4.71,7.0,3.0,3.0,10.5
5334,30,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,9.6
5343,26,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,2.0,15.0,3.8,8.7
5344,28,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,1.0,-0.6,8.9
5405,29,4.1,3.0,7.0,20.0,3.5,2.1,7.2,1.0,2.9,3.12,1.79,7.0,14.0,3.2,2.6
5412,25,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,1.0,1.0,-0.5,3.4
5413,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,2.3
5415,26,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,1.0,19.0,5.7,2.1
5417,27,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.3,2.2
5419,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,-0.5,2.4
5424,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,2.0
5437,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,0.6
5458,25,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,3.2,1.4
5463,28,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,1.1
5468,33,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,0.5
5469,29,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,1.0,5.0,2.5,0.1
5472,31,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.5,-0.3
5478,26,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.0,-0.1
5481,22,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.6,-0.8
5482,27,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,14.0,-0.8,-1.5
5483,24,4.1,2.6,112.0,63.0,7.0,6.6,11.2,21.0,6.6,6.05,5.73,7.0,-1.0,-1.1,-2.2
