player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Chase Edmonds,45851,HB,TB,15,0,30,,0.0,0,0.0,30,60.0,0,14.9,11,74,60.0,2.9,1,9.1,34
Pierre Strong Jr.,66619,HB,CLV,14,0,8,60.0,2.8,1,9.1,36,60.2,0,14.7,11,75,,0.0,0,0.0,25
Chris Brooks,83644,HB,MIA,4,0,17,58.0,28.6,2,18.2,7,78.2,0,35.5,11,31,82.2,34.8,8,72.7,23
Erik Ezukanma,78148,WR,MIA,2,0,17,58.5,60.0,3,27.3,5,54.1,0,73.3,11,15,55.0,100.0,7,63.6,7
John FitzPatrick,83974,TE,ATL,4,0,2,56.9,100.0,3,27.3,3,49.3,0,100.0,11,11,48.7,100.0,5,45.5,5
Justin Simmons,10732,S,DEN,5,0,10,,,0,0.0,0,60.0,0,100.0,11,11,,,0,0.0,0
Davis Mills,52269,QB,HST,5,0,13,60.0,100.0,4,40.0,4,60.0,0,71.4,10,14,60.0,85.7,6,60.0,7
Juwann Winfree,38275,WR,IND,3,0,14,47.6,100.0,4,40.0,4,51.6,0,100.0,10,10,60.0,100.0,2,20.0,2
A.J. McCarron,8799,QB,CIN,2,0,7,60.0,100.0,4,40.0,4,60.0,0,100.0,10,10,60.0,100.0,6,60.0,6
Brandon Parker,34693,T,LV,2,0,23,59.4,100.0,8,80.0,8,57.3,0,100.0,10,10,60.0,100.0,1,10.0,1
Boston Scott,39462,HB,PHI,9,0,24,57.7,44.4,4,40.0,9,44.0,0,33.3,10,30,60.0,21.1,4,40.0,19
Damien Harris,35134,HB,BUF,6,0,4,,0.0,0,0.0,18,60.0,0,27.3,9,33,,0.0,0,0.0,6
Justin Herron,46271,T,LV,4,0,23,61.9,100.0,8,88.9,8,61.6,0,100.0,9,9,,,0,0.0,0
Minkah Fitzpatrick,51206,S,PIT,3,0,25,,,0,0.0,0,60.0,0,100.0,9,9,,,0,0.0,0
D'Wayne Eskridge,29573,WR,SEA,3,0,29,83.8,100.0,5,55.6,5,82.0,0,81.8,9,11,60.0,100.0,2,22.2,2
Keaontay Ingram,77761,HB,KC,7,0,16,60.0,11.8,2,22.2,17,66.4,0,19.6,9,46,60.0,4.3,1,11.1,23
Chris Rodriguez Jr.,83689,HB,WAS,10,0,32,60.0,9.5,2,22.2,21,46.0,0,15.0,9,60,49.7,8.8,3,33.3,34
Kendre Miller,123091,HB,NO,8,0,20,60.0,6.7,1,11.1,15,60.2,0,17.3,9,52,,0.0,0,0.0,27
Ronnie Rivers,57208,HB,LA,7,0,26,60.0,6.3,2,25.0,32,59.1,0,17.4,8,46,60.0,11.1,1,12.5,9
Jacob Harris,34255,WR,JAX,2,0,15,60.0,100.0,2,25.0,2,33.6,0,100.0,8,8,60.7,100.0,6,75.0,6
Hroniss Grasu,9504,C,LV,1,0,23,39.5,100.0,4,50.0,4,45.7,0,100.0,8,8,53.3,100.0,3,37.5,3
Jonathan Ward,25859,HB,TEN,4,0,31,,,0,0.0,0,60.0,0,72.7,8,11,,0.0,0,0.0,3
Jaleel McLaughlin,138346,HB,DEN,17,0,10,,0.0,0,0.0,18,60.0,0,9.4,8,85,60.0,1.8,1,12.5,57
Tommy Kraemer,40976,T,NO,2,0,20,55.9,100.0,2,25.0,2,45.5,0,100.0,8,8,48.0,100.0,3,37.5,3
Greg Dulcich,84068,TE,DEN,2,0,10,55.4,100.0,2,25.0,2,49.4,0,100.0,8,8,60.9,100.0,6,75.0,6
Malik Taylor,94375,WR,NYJ,2,0,22,,,0,0.0,0,60.5,0,100.0,8,8,61.6,100.0,7,87.5,7
Miles Sanders,40555,HB,CAR,16,0,5,60.0,3.6,2,25.0,56,63.9,0,5.7,8,141,60.0,3.7,3,37.5,81
Jesse Luketa,81361,ED,ARZ,6,0,1,48.4,100.0,6,75.0,6,46.7,0,100.0,8,8,,,0,0.0,0
Max Scharping,46961,C,CIN,2,0,7,76.1,100.0,4,50.0,4,78.2,0,100.0,8,8,64.8,100.0,4,50.0,4
Dalvin Cook,11796,HB,BLT,16,0,3,,0.0,0,0.0,29,59.3,0,9.5,8,84,60.0,2.3,1,12.5,44
John Leglue,46859,C,ATL,1,0,2,65.0,100.0,2,25.0,2,61.6,0,100.0,8,8,49.0,100.0,4,50.0,4
Dieter Eiselen,109304,C,HST,3,0,13,60.0,100.0,1,12.5,1,93.7,0,100.0,8,8,91.0,100.0,4,50.0,4
Olisaemeka Udoh,28394,T,MIN,1,0,18,56.9,100.0,3,37.5,3,50.5,0,100.0,8,8,52.6,100.0,5,62.5,5
Jonotthan Harrison,9132,G,MIA,2,0,17,,,0,0.0,0,56.1,0,100.0,8,8,55.7,100.0,6,75.0,6
Jack Conklin,10642,T,CLV,1,0,8,60.4,100.0,5,71.4,5,71.7,0,100.0,7,7,70.9,100.0,2,28.6,2
Prince Tega Wanogho,44820,T,KC,1,0,16,58.5,100.0,2,28.6,2,81.0,0,100.0,7,7,85.7,100.0,4,57.1,4
Leonard Fournette,11759,HB,BUF,2,0,4,60.0,11.1,1,14.3,9,59.0,0,36.8,7,19,60.0,20.0,1,14.3,5
Jackson Carman,52575,T,CIN,1,0,7,68.0,100.0,3,42.9,3,57.7,0,100.0,7,7,49.3,100.0,4,57.1,4
Melvin Gordon III,9448,HB,BLT,4,0,3,49.6,35.3,6,85.7,17,49.8,0,21.2,7,33,,0.0,0,0.0,13
Deuce Vaughn,122624,HB,DAL,6,0,9,,0.0,0,0.0,11,60.0,0,22.6,7,31,,0.0,0,0.0,13
Ty Montgomery,9527,WR,NE,4,0,19,46.7,57.1,4,57.1,7,47.8,1,70.0,7,10,59.3,100.0,2,28.6,2
Dareke Young,111900,WR,SEA,4,0,29,83.5,100.0,3,42.9,3,80.5,0,100.0,7,7,58.8,100.0,2,28.6,2
Trey Sermon,57372,HB,IND,10,0,14,59.6,7.7,1,14.3,13,60.0,0,16.3,7,43,,0.0,0,0.0,24
Damiere Byrd,9964,WR,ATL,1,0,2,60.2,100.0,3,42.9,3,60.8,0,100.0,7,7,60.4,100.0,4,57.1,4
Elijah Dotson,57394,HB,LAC,2,0,27,,,0,0.0,0,60.0,0,60.0,6,10,,0.0,0,0.0,4
Zach Thomas,43641,T,LA,1,0,26,56.7,100.0,5,83.3,5,55.9,0,100.0,6,6,60.0,100.0,1,16.7,1
Henry Pearson,83930,FB,GB,2,0,12,42.1,100.0,4,66.7,4,40.6,0,100.0,6,6,60.0,100.0,1,16.7,1
Arlington Hambright,60003,G,IND,2,0,14,54.7,100.0,2,33.3,2,67.4,0,100.0,6,6,60.0,100.0,1,16.7,1
Cam Akers,57206,HB,MIN,7,0,18,,0.0,0,0.0,33,71.2,0,9.0,6,67,60.0,3.7,1,16.7,27
DeeJay Dallas,55632,HB,SEA,8,1,29,59.9,28.6,2,33.3,7,55.6,1,37.5,6,16,57.3,42.9,3,50.0,7
Tony Jones Jr.,40498,HB,ARZ,6,0,1,60.0,11.1,1,16.7,9,60.2,0,18.2,6,33,60.0,5.6,1,16.7,18
Corey Levin,11972,C,TEN,2,0,31,52.3,100.0,3,50.0,3,50.5,0,100.0,6,6,57.3,100.0,3,50.0,3
Tre'Quan Smith,48228,WR,DEN,1,0,10,60.3,100.0,4,66.7,4,60.9,0,100.0,6,6,60.0,100.0,2,33.3,2
Michael Carter,57337,HB,ARZ,11,0,1,60.0,8.3,1,16.7,12,60.0,0,16.2,6,37,60.0,5.3,1,16.7,19
Giovanni Ricci,13756,TE,CAR,2,0,5,60.0,100.0,2,33.3,2,40.9,0,100.0,6,6,49.3,100.0,4,66.7,4
Emanuel Wilson,154173,HB,GB,8,0,12,,0.0,0,0.0,10,60.0,0,15.2,5,33,60.0,5.6,1,20.0,18
Dare Ogunbowale,12329,HB,HST,8,0,13,,0.0,0,0.0,4,31.7,0,33.3,5,15,,0.0,0,0.0,5
J.D. DiRenzo,108791,G,CAR,2,0,5,59.5,100.0,3,60.0,3,57.4,0,100.0,5,5,59.8,100.0,2,40.0,2
Mike Boone,31615,HB,HST,6,0,13,,0.0,0,0.0,2,41.8,0,50.0,5,10,60.0,25.0,1,20.0,4
Clyde Edwards-Helaire,57279,HB,KC,19,0,16,,0.0,0,0.0,27,60.0,0,5.7,5,88,60.0,1.8,1,20.0,55
Chase Brown,77787,HB,CIN,8,0,7,,0.0,0,0.0,20,58.7,0,10.2,5,49,58.6,8.0,2,40.0,25
Deon Jackson,57189,HB,NYG,2,0,21,59.4,50.0,3,60.0,6,59.4,0,25.0,5,20,60.0,8.3,1,20.0,12
Antonio Gibson,78050,HB,WAS,15,0,32,60.0,5.0,1,20.0,20,59.7,0,7.2,5,69,60.0,2.2,1,20.0,46
Chris Blair,84096,WR,ATL,1,0,2,60.0,100.0,2,40.0,2,59.4,0,100.0,5,5,58.7,100.0,3,60.0,3
Ricky Stromberg,99066,G,WAS,2,0,32,56.6,100.0,3,60.0,3,46.3,0,100.0,5,5,52.7,100.0,2,40.0,2
Dalton Keene,61068,TE,HST,1,0,13,60.0,100.0,1,20.0,1,58.0,0,100.0,5,5,58.8,100.0,3,60.0,3
Ke'Shawn Vaughn,45866,HB,TB,5,0,30,,0.0,0,0.0,11,60.0,0,16.1,5,31,,0.0,0,0.0,15
Logan Woodside,46517,QB,ATL,1,0,2,,,0,0.0,0,60.0,0,100.0,4,4,60.0,100.0,4,100.0,4
Dylan Drummond,78187,WR,DET,1,0,11,,,0,0.0,0,60.0,0,100.0,4,4,60.0,100.0,1,25.0,1
J.K. Dobbins,57366,HB,BLT,1,0,3,60.0,33.3,2,50.0,6,59.6,0,33.3,4,12,,0.0,0,0.0,4
Jeffery Simmons,43742,DI,TEN,3,1,31,55.0,100.0,3,75.0,3,54.5,2,100.0,4,4,60.0,100.0,1,25.0,1
Steven Sims,48341,WR,HST,3,0,13,,,0,0.0,0,59.6,0,80.0,4,5,60.1,100.0,3,75.0,3
Nick Bellore,6515,LB,SEA,3,0,29,,,0,0.0,0,60.0,0,100.0,4,4,,,0,0.0,0
Nick Saldiveri,81785,G,NO,2,0,20,60.0,100.0,2,50.0,2,59.9,0,100.0,4,4,60.0,100.0,2,50.0,2
Damien Williams,9205,HB,ARZ,3,0,1,59.6,42.9,3,75.0,7,59.4,0,26.7,4,15,,0.0,0,0.0,7
Amari Rodgers,61212,WR,IND,3,0,14,60.0,100.0,1,25.0,1,60.0,0,100.0,4,4,60.0,100.0,2,50.0,2
Noah Togiai,47282,TE,PHI,1,0,24,,,0,0.0,0,70.7,0,100.0,4,4,70.5,100.0,3,75.0,3
Isaiah Spiller,99146,HB,LAC,9,0,27,,0.0,0,0.0,17,60.0,0,9.8,4,41,60.0,5.3,1,25.0,19
Eric Gray,99143,HB,NYG,4,0,21,,0.0,0,0.0,5,60.0,0,19.0,4,21,60.0,9.1,1,25.0,11
Josh Pederson,39861,TE,JAX,2,0,15,59.4,100.0,2,50.0,2,38.0,0,100.0,4,4,60.0,100.0,1,25.0,1
Malik Cunningham,60436,QB,BLT,2,0,3,59.7,100.0,2,50.0,2,58.9,0,100.0,4,4,59.8,100.0,2,50.0,2
Malik Willis,60341,QB,TEN,3,0,31,,0.0,0,0.0,2,60.0,0,57.1,4,7,60.0,100.0,4,100.0,4
Cole Van Lanen,41583,T,JAX,1,0,15,60.0,100.0,1,33.3,1,59.5,0,100.0,3,3,59.9,100.0,2,66.7,2
Raiqwon O'Neal,81811,T,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Ben Brown,59869,G,SEA,1,0,29,,,0,0.0,0,58.7,0,100.0,3,3,58.7,100.0,3,100.0,3
Matt Bushman,52008,TE,KC,1,0,16,,,0,0.0,0,57.1,0,100.0,3,3,59.9,100.0,2,66.7,2
Matt Barkley,7880,QB,JAX,1,0,15,60.0,100.0,3,100.0,3,60.0,0,50.0,3,6,,,0,0.0,0
Travis Homer,45859,HB,CHI,2,0,6,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Gary Brightwell,57133,HB,NYG,4,0,21,,0.0,0,0.0,4,58.3,0,25.0,3,12,58.3,37.5,3,100.0,8
Zach Evans,123072,HB,LA,4,0,26,60.0,22.2,2,66.7,9,60.0,0,25.0,3,12,,0.0,0,0.0,2
Kwamie Lassiter II,23226,WR,CIN,1,0,7,,,0,0.0,0,60.0,0,100.0,3,3,60.0,100.0,3,100.0,3
Rashaad Penny,27414,HB,PHI,3,0,24,60.0,33.3,1,33.3,3,60.0,0,21.4,3,14,,0.0,0,0.0,9
Nick Broeker,99084,G,HST,1,0,13,60.0,100.0,2,66.7,2,57.6,0,100.0,3,3,60.0,100.0,1,33.3,1
Matt Waletzko,87430,T,DAL,1,0,9,59.4,100.0,3,100.0,3,59.4,0,100.0,3,3,,,0,0.0,0
Anthony Walker Jr.,11916,LB,CLV,2,0,8,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Sean Harlow,11891,C,NYG,2,0,21,60.0,100.0,1,33.3,1,55.4,0,100.0,3,3,60.0,100.0,1,33.3,1
Jonathan Taylor,57488,HB,IND,10,0,14,,0.0,0,0.0,65,71.9,0,1.7,3,174,,0.0,0,0.0,104
Sam Ehlinger,60555,QB,IND,1,0,14,60.0,100.0,2,66.7,2,60.0,0,100.0,3,3,60.0,100.0,1,33.3,1
Nephi Sewell,56107,LB,NO,1,0,20,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Devine Ozigbo,45903,HB,DET,2,0,11,,,0,0.0,0,60.0,0,50.0,3,6,,0.0,0,0.0,3
JaMycal Hasty,25582,HB,NE,1,0,19,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Tyler Goodson,101659,HB,IND,3,0,14,,0.0,0,0.0,9,60.0,0,18.8,3,16,,0.0,0,0.0,4
Reed Blankenship,56065,S,PHI,1,0,24,,,0,0.0,0,60.0,0,100.0,3,3,,,0,0.0,0
Stephen Anderson,11160,TE,LAC,2,0,27,,,0,0.0,0,59.3,0,100.0,3,3,56.3,100.0,1,33.3,1
La'Mical Perine,26408,HB,KC,3,0,16,,0.0,0,0.0,5,72.8,0,12.0,3,25,,0.0,0,0.0,16
SaRodorick Thompson,77777,HB,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Ryan Wright,77591,P,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Troy Dye,28251,LB,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Chris Evans,27303,HB,CIN,2,0,7,60.0,50.0,1,50.0,2,60.0,0,50.0,2,4,,0.0,0,0.0,1
Dennis Gardeck,66928,ED,ARZ,2,0,1,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
NaJee Thompson,78869,CB,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Montrell Washington,64310,WR,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Derrick Gore,32342,HB,WAS,4,0,32,60.0,50.0,1,50.0,2,59.5,0,40.0,2,5,,0.0,0,0.0,2
Justin Hardee,18348,CB,NYJ,2,0,22,,,0,0.0,0,59.5,0,100.0,2,2,,,0,0.0,0
Sam Eguavoen,15301,LB,NYJ,2,0,22,,,0,0.0,0,59.8,0,100.0,2,2,,,0,0.0,0
Tommy Townsend,33007,P,KC,2,0,16,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Easop Winston Jr.,61812,WR,SEA,1,0,29,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Tay Martin,61811,WR,SF,1,0,28,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Jamien Sherwood,83175,LB,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Thomas Hennessy,12124,LS,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jack Fox,34735,P,DET,2,0,11,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Austen Pleasants,37066,T,LAC,1,0,27,54.4,100.0,2,100.0,2,54.4,0,100.0,2,2,,,0,0.0,0
Chazz Surratt,40313,LB,NYJ,2,0,22,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Zack Kuntz,84084,TE,NYJ,1,0,22,59.9,100.0,2,100.0,2,59.9,0,100.0,2,2,,,0,0.0,0
Shedrick Jackson,84136,WR,CIN,1,0,7,60.0,100.0,1,50.0,1,59.4,0,100.0,2,2,60.0,100.0,1,50.0,1
Darrell Henderson,41193,HB,LA,4,0,26,,0.0,0,0.0,26,60.0,0,4.2,2,48,,0.0,0,0.0,20
Doug Kramer,41458,C,CHI,1,0,6,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Anthony Pittman,94372,ED,DET,2,0,11,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Gunner Olszewski,95015,WR,NYG,1,0,21,,,0,0.0,0,59.9,0,100.0,2,2,59.9,100.0,2,100.0,2
Matthew Jackson,57797,S,TEN,2,0,31,,,0,0.0,0,60.3,0,100.0,2,2,,,0,0.0,0
Kenyan Drake,10707,HB,GB,2,0,12,60.0,66.7,2,100.0,3,60.0,0,50.0,2,4,,0.0,0,0.0,1
Pat Jones II,43974,ED,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jay Ward,98833,S,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Owen Pappoe,99006,LB,ARZ,2,0,1,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Kevin Harris,99141,HB,NE,4,0,19,60.0,7.1,1,50.0,14,46.2,0,11.1,2,18,60.0,25.0,1,50.0,4
Ameer Abdullah,9487,HB,LV,9,0,23,,0.0,0,0.0,7,60.0,0,11.8,2,17,60.0,16.7,1,50.0,6
Victor Dimukeje,56347,ED,ARZ,2,0,1,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jack Campbell,101515,LB,DET,2,0,11,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
James Ferentz,9258,G,NE,1,0,19,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
James Winchester,8580,LS,KC,2,0,16,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Nick Chubb,45783,HB,CLV,2,0,8,,0.0,0,0.0,15,60.0,0,6.3,2,32,60.0,12.5,2,100.0,16
Will Harris,51336,CB,DET,2,0,11,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Israel Abanikanda,122999,HB,NYJ,6,0,22,,0.0,0,0.0,9,60.0,0,8.0,2,25,,0.0,0,0.0,14
Andrew DePaola,7633,LS,MIN,2,0,18,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Andy Isabella,47448,WR,BUF,1,0,4,60.0,100.0,1,50.0,1,83.5,0,100.0,2,2,,,0,0.0,0
Aaron Brewer,7301,LS,ARZ,2,0,1,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Godwin Igwebuike,49166,HB,PIT,2,0,25,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Morgan Cox,6020,LS,TEN,2,0,31,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Thomas Morstead,5088,P,NYJ,2,0,22,,,0,0.0,0,59.5,0,100.0,2,2,,,0,0.0,0
Khalil Dorsey,27819,CB,DET,2,0,11,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Dorian Williams,97694,LB,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jacob Bobenmoyer,30352,LS,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Raheem Blackshear,57385,HB,CAR,9,0,5,60.0,11.1,1,100.0,9,60.0,0,5.9,1,17,,0.0,0,0.0,8
Hunter Kampmoyer,42701,TE,LAC,1,0,27,65.6,100.0,1,100.0,1,65.6,0,100.0,1,1,,,0,0.0,0
Antonio Hamilton Sr.,11353,CB,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Taybor Pepper,11748,LS,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Krys Barnes,42548,LB,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Lucky Jackson,29557,WR,MIN,1,0,18,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Erik Harris,10346,S,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dean Marlowe,9966,S,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Rashad Weaver,42495,ED,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Aaron Rodgers,2241,QB,NYJ,1,0,22,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Amen Ogbongbemiga,42449,LB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
JoJo Domann,42446,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chamarri Conner,76662,S,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Brandin Echols,98900,CB,NYJ,1,0,22,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Henry To'oTo'o,98982,LB,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Qadree Ollison,45934,HB,PIT,1,0,25,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jimmy Morrissey,41626,G,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Netane Muti,41339,G,LV,1,0,23,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Garret Wallow,60761,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nathan Peterman,11926,QB,CHI,2,0,6,,,0,0.0,0,60.0,0,33.3,1,3,60.0,100.0,1,100.0,1
Kyle Trask,39987,QB,TB,2,0,30,,,0,0.0,0,60.0,0,50.0,1,2,60.0,100.0,1,100.0,1
Daniel Carlson,28121,K,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Harrison Butker,11988,K,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jashaun Corbin,83773,HB,NYG,1,0,21,,0.0,0,0.0,1,60.0,0,50.0,1,2,,,0,0.0,0
Tyrion Davis-Price,99169,HB,SF,1,0,28,,0.0,0,0.0,4,60.0,0,14.3,1,7,,0.0,0,0.0,2
Neville Hewitt,9836,LB,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Camaron Cheeseman,44692,LS,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
David Mayo,9602,LB,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dee Winters,99376,LB,SF,1,0,28,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ben Mason,57070,FB,BLT,1,0,3,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Adrian Amos,9575,S,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kingsley Jonathan,56856,ED,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nick Muse,61079,TE,MIN,1,0,18,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Mitchell Fraboni,38930,LS,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Matt Henningsen,56484,DI,DEN,1,0,10,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Amare Barno,99780,ED,CAR,1,0,5,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
JK Scott,38809,P,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jon Weeks,5800,LS,HST,1,0,13,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tae Davis,26296,LB,CAR,1,0,5,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Leo Chenal,101463,LB,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Stanley Morgan,48110,WR,CIN,1,0,7,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Julian Good-Jones,36624,G,WAS,1,0,32,67.1,100.0,1,100.0,1,67.1,0,100.0,1,1,,,0,0.0,0
Daiyan Henley,61500,LB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Otis Reese IV,83219,LB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Johnny Johnson III,61588,WR,HST,1,0,13,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Ekow Boye-Doe,76742,CB,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Mike Brown,56054,S,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Adam Butler,12214,DI,LV,1,0,23,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kendall Sheffield,34105,CB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dan Chisena,34061,WR,BLT,1,0,3,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Nolan Cooney,44995,P,ARZ,1,0,1,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ja'Sir Taylor,55426,CB,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Terrell Burgess,45255,S,WAS,1,0,32,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Terrell Bynum,61804,WR,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Alex Cook,61805,S,CAR,1,0,5,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Julius Chestnut,109239,HB,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Theo Jackson,62919,S,MIN,1,0,18,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Teddy Bridgewater,8667,QB,DET,1,0,11,,,0,0.0,0,60.0,0,33.3,1,3,60.0,100.0,1,100.0,1
Siran Neal,27130,CB,BUF,1,0,4,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tuli Tuipulotu,131840,ED,LAC,1,0,27,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Scott Daly,18793,LS,DET,1,0,11,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Ryan Stonehouse,52045,P,TEN,1,0,31,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jack Cochrane,63345,LB,KC,1,0,16,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
